id,vrijeme,koncept,modul,p_l,tocka_u_krivulji,attempt_id,zadatak,attempt_tocan,attempt_error_type,attempt_number
7921,2026-08-18 18:08:32.133792+00,agg_count,2,0.9989081485194683,17,492842,23,f,execution_error,1
7922,2026-08-18 18:08:32.133792+00,multi_table_join,3,0.5444998629761578,3,492842,23,f,execution_error,1
7923,2026-08-18 18:08:50.858097+00,distinct,1,0.9347193779838919,4,492843,23,t,,2
7924,2026-08-18 18:08:50.858097+00,group_by,2,0.9999830056410404,27,492843,23,t,,2
7925,2026-08-18 18:08:50.858097+00,agg_count,2,0.9998057280909609,18,492843,23,t,,2
7926,2026-08-18 18:08:50.858097+00,multi_table_join,3,0.9193606675794852,4,492843,23,t,,2
7927,2026-08-18 18:09:10.580859+00,group_by,2,0.9999969787406949,28,492844,26,t,,1
7928,2026-08-18 18:09:10.580859+00,agg_min_max,2,0.9761759432864826,3,492844,26,t,,1
7929,2026-08-18 18:09:10.580859+00,inner_join,3,0.9992643465809549,13,492844,26,t,,1
7930,2026-08-18 18:09:32.177265+00,from_clause,1,0.9968813837754585,8,492845,46,f,wrong_columns,1
7931,2026-08-18 18:09:32.177265+00,inner_join,3,0.9953159390363516,14,492845,46,f,wrong_columns,1
7932,2026-08-18 18:09:50.933392+00,from_clause,1,0.9994054346004709,9,492846,46,t,,2
7933,2026-08-18 18:09:50.933392+00,inner_join,3,0.9991642332200357,15,492846,46,t,,2
7934,2026-08-18 18:10:10.844497+00,inner_join,3,0.99468220367083,16,492847,47,f,wrong_columns,1
7935,2026-08-18 18:10:10.844497+00,column_alias,0,0.9238427509289963,4,492847,47,f,wrong_columns,1
7936,2026-08-18 18:10:29.580652+00,inner_join,3,0.9990506875691342,17,492848,47,t,,2
7937,2026-08-18 18:10:29.580652+00,column_alias,0,0.9846629372986803,5,492848,47,t,,2
7938,2026-08-18 18:10:51.519866+00,left_join,3,0.9993311734553035,8,492849,50,t,,1
7939,2026-08-18 18:10:51.519866+00,null_handling,0,0.9995843818281466,15,492849,50,t,,1
7940,2026-08-18 18:11:11.389559+00,group_by,2,0.9999994628859725,29,492850,43,t,,1
7941,2026-08-18 18:11:11.389559+00,full_outer_join,3,0.9822724218475026,3,492850,43,t,,1
7942,2026-08-18 18:11:36.246939+00,inner_join,3,0.9939645074193909,18,492851,52,f,timeout,1
7943,2026-08-18 18:11:36.246939+00,multi_table_join,3,0.6896711581266943,5,492851,52,f,timeout,1
7944,2026-08-18 18:11:55.054287+00,inner_join,3,0.9989219629420413,19,492852,52,t,,2
7945,2026-08-18 18:11:55.054287+00,multi_table_join,3,0.9547518131295577,6,492852,52,t,,2
7946,2026-08-18 18:12:17.09301+00,group_by,2,0.9999999045130219,30,492853,53,t,,1
7947,2026-08-18 18:12:17.09301+00,multi_table_join,3,0.9950097816865675,7,492853,53,t,,1
7948,2026-08-18 18:12:36.813098+00,group_by,2,0.999999983024536,31,492854,54,t,,1
7949,2026-08-18 18:12:36.813098+00,multi_table_join,3,0.9994692871435642,8,492854,54,t,,1
7950,2026-08-18 18:12:56.561257+00,group_by,2,0.999999891357043,32,492855,55,f,wrong_columns,1
7951,2026-08-18 18:12:56.561257+00,multi_table_join,3,0.9971417351647226,9,492855,55,f,wrong_columns,1
7952,2026-08-18 18:13:18.765677+00,group_by,2,0.999999980685695,33,492856,55,t,,2
7953,2026-08-18 18:13:18.765677+00,multi_table_join,3,0.9996965950070098,10,492856,55,t,,2
7954,2026-08-18 18:13:40.387412+00,where_filter,1,0.999999456990332,37,492857,71,t,,1
7955,2026-08-18 18:13:40.387412+00,update,4,0.9851660316389307,6,492857,71,t,,1
7956,2026-08-18 18:14:00.927248+00,where_filter,1,0.9999998967100766,38,492858,65,t,,1
7957,2026-08-18 18:14:00.927248+00,delete,4,0.9761759432864826,3,492858,65,t,,1
7958,2026-08-18 18:14:21.435476+00,delete,4,0.9956846494629826,4,492859,66,t,,1
7959,2026-08-18 18:14:41.081192+00,where_filter,1,0.9999999803524589,39,492860,60,t,,1
7960,2026-08-18 18:14:41.081192+00,correlated_subquery,5,0.9822724218475026,3,492860,60,t,,1
7961,2026-08-18 18:15:02.764116+00,where_filter,1,0.9999999962626959,40,492861,61,t,,1
7962,2026-08-18 18:15:02.764116+00,correlated_subquery,5,0.9980931351703587,4,492861,61,t,,1
7963,2026-08-18 18:15:22.627643+00,where_filter,1,0.9999999754739424,41,492862,62,f,row_mismatch,1
7964,2026-08-18 18:15:22.627643+00,correlated_subquery,5,0.9898001783260305,5,492862,62,f,row_mismatch,1
7965,2026-08-18 18:15:46.176834+00,where_filter,1,0.9999999953347172,42,492863,62,t,,2
7966,2026-08-18 18:15:46.176834+00,correlated_subquery,5,0.9989102109516187,6,492863,62,t,,2
7967,2026-08-18 18:20:17.441894+00,select_basic,1,0.9999999893354881,26,492864,3,t,,1
7968,2026-08-18 18:20:17.441894+00,order_by,1,0.9999994569931142,37,492864,3,t,,1
7969,2026-08-18 18:20:17.441894+00,null_handling,0,0.9999260884324557,16,492864,3,t,,1
7970,2026-08-18 18:20:37.833308+00,select_basic,1,0.9999999300141467,27,492865,4,f,wrong_columns,1
7971,2026-08-18 18:20:37.833308+00,null_handling,0,0.9995272105799663,17,492865,4,f,wrong_columns,1
7972,2026-08-18 18:20:57.438923+00,select_basic,1,0.9999995407181067,28,492866,4,f,wrong_columns,2
7973,2026-08-18 18:20:57.438923+00,null_handling,0,0.9969841288157011,18,492866,4,f,wrong_columns,2
7974,2026-08-18 18:21:19.541179+00,select_basic,1,0.9999999126365672,29,492867,4,t,,3
7975,2026-08-18 18:21:19.541179+00,null_handling,0,0.999462584519343,19,492867,4,t,,3
7976,2026-08-18 18:21:40.60731+00,select_basic,1,0.9999999833819546,30,492868,3786,t,,1
7977,2026-08-18 18:21:40.60731+00,where_filter,1,0.9999999991125821,43,492868,3786,t,,1
7978,2026-08-18 18:21:40.60731+00,order_by,1,0.9999998967106059,38,492868,3786,t,,1
7979,2026-08-18 18:21:40.60731+00,column_alias,0,0.9970496705845896,6,492868,3786,t,,1
7980,2026-08-18 18:22:01.072121+00,select_basic,1,0.9999999968389588,31,492869,3787,t,,1
7981,2026-08-18 18:22:01.072121+00,order_by,1,0.9999999803525593,39,492869,3787,t,,1
7982,2026-08-18 18:22:01.072121+00,limit_offset,1,0.9984729008629948,19,492869,3787,t,,1
7983,2026-08-18 18:22:01.072121+00,column_alias,0,0.9994375876305717,7,492869,3787,t,,1
7984,2026-08-18 18:22:21.367461+00,select_basic,1,0.999999999398715,32,492870,3788,t,,1
7985,2026-08-18 18:22:21.367461+00,order_by,1,0.9999999962627151,40,492870,3788,t,,1
7986,2026-08-18 18:22:21.367461+00,limit_offset,1,0.9997091957747973,20,492870,3788,t,,1
7987,2026-08-18 18:22:21.367461+00,column_alias,0,0.9998929755508635,8,492870,3788,t,,1
